Name,Name,PositionId,Team1,Team2,Date,Goals,SavesMade,PenaltyGoals,PenaltiesSaved,Assists,Offsides
Hughes Aaron,Fulham,2,Fulham,Wolverhampton Wanderers,3/4/12 00:00,0,0,0,0,0,0
Young Luke,Queens Park Rangers,2,Queens Park Rangers,Arsenal,12/31/11 00:00,0,0,0,0,0,0
Young Luke,Aston Villa,2,Aston Villa,Blackburn Rovers,8/20/11 00:00,0,0,0,0,0,0
Young Luke,Aston Villa,2,Aston Villa,Fulham,8/13/11 00:00,0,0,0,0,0,0
Young Luke,Queens Park Rangers,2,Queens Park Rangers,Aston Villa,9/25/11 00:00,0,0,0,0,0,0
Young Luke,Queens Park Rangers,2,Queens Park Rangers,Aston Villa,2/1/12 00:00,0,0,0,0,0,0
Young Luke,Queens Park Rangers,2,Queens Park Rangers,Blackburn Rovers,10/15/11 00:00,0,0,0,0,0,0
Young Luke,Queens Park Rangers,2,Queens Park Rangers,Chelsea,10/23/11 00:00,0,0,0,0,0,0
Young Luke,Queens Park Rangers,2,Queens Park Rangers,Fulham,10/2/11 00:00,0,0,0,0,0,0
Young Luke,Queens Park Rangers,2,Queens Park Rangers,Liverpool,12/10/11 00:00,0,0,0,0,0,0
Young Luke,Queens Park Rangers,2,Queens Park Rangers,Liverpool,3/21/12 00:00,0,0,0,0,1,0
Young Luke,Queens Park Rangers,2,Queens Park Rangers,Manchester City,11/5/11 00:00,0,0,0,0,0,0
Young Luke,Queens Park Rangers,2,Queens Park Rangers,Manchester United,12/18/11 00:00,0,0,0,0,0,0
Young Luke,Queens Park Rangers,2,Queens Park Rangers,Newcastle United,9/12/11 00:00,0,0,0,0,0,0
Young Luke,Queens Park Rangers,2,Queens Park Rangers,Newcastle United,1/15/12 00:00,0,0,0,0,0,0
Young Luke,Queens Park Rangers,2,Queens Park Rangers,Norwich City,11/26/11 00:00,1,0,0,0,0,0
Young Luke,Queens Park Rangers,2,Queens Park Rangers,Norwich City,1/2/12 00:00,0,0,0,0,0,0
Young Luke,Queens Park Rangers,2,Queens Park Rangers,Stoke City,11/19/11 00:00,1,0,0,0,0,0
Young Luke,Queens Park Rangers,2,Queens Park Rangers,Sunderland,12/21/11 00:00,0,0,0,0,0,0
Young Luke,Queens Park Rangers,2,Queens Park Rangers,Sunderland,3/24/12 00:00,0,0,0,0,0,0
Young Luke,Queens Park Rangers,2,Queens Park Rangers,Swansea City,12/27/11 00:00,0,0,0,0,0,0
Young Luke,Queens Park Rangers,2,Queens Park Rangers,Tottenham Hotspur,10/30/11 00:00,0,0,0,0,0,0
Young Luke,Queens Park Rangers,2,Queens Park Rangers,West Bromwich Albion,12/3/11 00:00,0,0,0,0,0,0
Young Luke,Queens Park Rangers,2,Queens Park Rangers,Wigan Athletic,1/21/12 00:00,0,0,0,0,0,0
Young Luke,Queens Park Rangers,2,Queens Park Rangers,Wolverhampton Wanderers,9/17/11 00:00,0,0,0,0,0,0
Young Luke,Queens Park Rangers,2,Queens Park Rangers,Wolverhampton Wanderers,2/4/12 00:00,0,0,0,0,0,0
King Ledley,Tottenham Hotspur,2,Tottenham Hotspur,Arsenal,10/2/11 00:00,0,0,0,0,0,0
King Ledley,Tottenham Hotspur,2,Tottenham Hotspur,Arsenal,2/26/12 00:00,0,0,0,0,0,0
King Ledley,Tottenham Hotspur,2,Tottenham Hotspur,Aston Villa,11/21/11 00:00,0,0,0,0,0,0
King Ledley,Tottenham Hotspur,2,Tottenham Hotspur,Chelsea,12/22/11 00:00,0,0,0,0,0,0
King Ledley,Tottenham Hotspur,2,Tottenham Hotspur,Everton,3/10/12 00:00,0,0,0,0,0,0
King Ledley,Tottenham Hotspur,2,Tottenham Hotspur,Fulham,11/6/11 00:00,0,0,0,0,0,0
King Ledley,Tottenham Hotspur,2,Tottenham Hotspur,Liverpool,9/18/11 00:00,0,0,0,0,0,0
King Ledley,Tottenham Hotspur,2,Tottenham Hotspur,Liverpool,2/6/12 00:00,0,0,0,0,0,0
King Ledley,Tottenham Hotspur,2,Tottenham Hotspur,Manchester City,1/22/12 00:00,0,0,0,0,0,0
King Ledley,Tottenham Hotspur,2,Tottenham Hotspur,Manchester United,3/4/12 00:00,0,0,0,0,0,0
King Ledley,Tottenham Hotspur,2,Tottenham Hotspur,Newcastle United,10/16/11 00:00,0,0,0,0,0,0
King Ledley,Tottenham Hotspur,2,Tottenham Hotspur,Newcastle United,2/11/12 00:00,0,0,0,0,0,0
King Ledley,Tottenham Hotspur,2,Tottenham Hotspur,Norwich City,4/9/12 00:00,0,0,0,0,0,0
King Ledley,Tottenham Hotspur,2,Tottenham Hotspur,Queens Park Rangers,10/30/11 00:00,0,0,0,0,0,0
King Ledley,Tottenham Hotspur,2,Tottenham Hotspur,Queens Park Rangers,4/21/12 00:00,0,0,0,0,0,0
King Ledley,Tottenham Hotspur,2,Tottenham Hotspur,Stoke City,3/21/12 00:00,0,0,0,0,0,0
King Ledley,Tottenham Hotspur,2,Tottenham Hotspur,Sunderland,12/18/11 00:00,0,0,0,0,0,0
King Ledley,Tottenham Hotspur,2,Tottenham Hotspur,West Bromwich Albion,11/26/11 00:00,0,0,0,0,0,0
King Ledley,Tottenham Hotspur,2,Tottenham Hotspur,Wigan Athletic,9/24/11 00:00,0,0,0,0,0,0
King Ledley,Tottenham Hotspur,2,Tottenham Hotspur,Wigan Athletic,1/31/12 00:00,0,0,0,0,0,0
King Ledley,Tottenham Hotspur,2,Tottenham Hotspur,Wolverhampton Wanderers,9/10/11 00:00,0,0,0,0,0,0
Gower Mark,Swansea City,4,Swansea City,Arsenal,9/10/11 00:00,0,0,0,0,0,0
Gower Mark,Swansea City,4,Swansea City,Aston Villa,11/27/11 00:00,0,0,0,0,0,0
Gower Mark,Swansea City,4,Swansea City,Blackburn Rovers,12/3/11 00:00,0,0,0,0,1,0
Gower Mark,Swansea City,4,Swansea City,Blackburn Rovers,4/14/12 00:00,0,0,0,0,0,0
Gower Mark,Swansea City,4,Swansea City,Bolton Wanderers,10/29/11 00:00,0,0,0,0,1,0
Gower Mark,Swansea City,4,Swansea City,Chelsea,9/24/11 00:00,0,0,0,0,1,0
Gower Mark,Swansea City,4,Swansea City,Everton,12/21/11 00:00,0,0,0,0,0,0
Gower Mark,Swansea City,4,Swansea City,Fulham,12/10/11 00:00,0,0,0,0,1,0
Gower Mark,Swansea City,4,Swansea City,Fulham,3/17/12 00:00,0,0,0,0,0,0
Gower Mark,Swansea City,4,Swansea City,Liverpool,11/5/11 00:00,0,0,0,0,0,0
Gower Mark,Swansea City,4,Swansea City,Liverpool,5/13/12 00:00,0,0,0,0,0,0
Gower Mark,Swansea City,4,Swansea City,Manchester United,11/19/11 00:00,0,0,0,0,0,0
Gower Mark,Swansea City,4,Swansea City,Manchester United,5/6/12 00:00,0,0,0,0,0,0
Gower Mark,Swansea City,4,Swansea City,Newcastle United,12/17/11 00:00,0,0,0,0,0,0
Gower Mark,Swansea City,4,Swansea City,Norwich City,2/11/12 00:00,0,0,0,0,0,0
Gower Mark,Swansea City,4,Swansea City,Stoke City,10/2/11 00:00,0,0,0,0,0,0
Gower Mark,Swansea City,4,Swansea City,Tottenham Hotspur,12/31/11 00:00,0,0,0,0,0,0
Gower Mark,Swansea City,4,Swansea City,Tottenham Hotspur,4/1/12 00:00,0,0,0,0,0,0
Gower Mark,Swansea City,4,Swansea City,West Bromwich Albion,9/17/11 00:00,0,0,0,0,0,0
Gower Mark,Swansea City,4,Swansea City,Wolverhampton Wanderers,10/22/11 00:00,0,0,0,0,1,0
Bridge Wayne,Sunderland,2,Sunderland,Blackburn Rovers,3/20/12 00:00,0,0,0,0,0,0
Bridge Wayne,Sunderland,2,Sunderland,Bolton Wanderers,4/28/12 00:00,0,0,0,0,0,0
Bridge Wayne,Sunderland,2,Sunderland,Liverpool,3/10/12 00:00,0,0,0,0,0,0
Bridge Wayne,Sunderland,2,Sunderland,Manchester United,5/13/12 00:00,0,0,0,0,0,0
Bridge Wayne,Sunderland,2,Sunderland,Newcastle United,3/4/12 00:00,0,0,0,0,0,0
Bridge Wayne,Sunderland,2,Sunderland,Norwich City,2/1/12 00:00,0,0,0,0,0,0
Bridge Wayne,Sunderland,2,Sunderland,Queens Park Rangers,3/24/12 00:00,0,0,0,0,0,0
Bridge Wayne,Sunderland,2,Sunderland,West Bromwich Albion,2/25/12 00:00,0,0,0,0,0,0
S¿rensen Thomas,Stoke City,1,Stoke City,Aston Villa,12/26/11 00:00,0,2,0,0,0,0
S¿rensen Thomas,Stoke City,1,Stoke City,Blackburn Rovers,11/26/11 00:00,0,4,0,0,0,0
S¿rensen Thomas,Stoke City,1,Stoke City,Blackburn Rovers,1/2/12 00:00,0,4,0,0,0,0
S¿rensen Thomas,Stoke City,1,Stoke City,Bolton Wanderers,5/13/12 00:00,0,2,0,0,0,0
S¿rensen Thomas,Stoke City,1,Stoke City,Everton,12/4/11 00:00,0,0,0,0,0,0
S¿rensen Thomas,Stoke City,1,Stoke City,Fulham,2/11/12 00:00,0,2,0,0,0,0
S¿rensen Thomas,Stoke City,1,Stoke City,Liverpool,1/14/12 00:00,0,1,0,0,0,0
S¿rensen Thomas,Stoke City,1,Stoke City,Manchester City,12/21/11 00:00,0,8,0,0,0,0
S¿rensen Thomas,Stoke City,1,Stoke City,Manchester United,1/31/12 00:00,0,0,0,0,0,0
S¿rensen Thomas,Stoke City,1,Stoke City,Queens Park Rangers,11/19/11 00:00,0,2,0,0,0,0
S¿rensen Thomas,Stoke City,1,Stoke City,Queens Park Rangers,5/6/12 00:00,0,5,0,0,0,0
S¿rensen Thomas,Stoke City,1,Stoke City,Sunderland,2/4/12 00:00,0,0,0,0,0,0
S¿rensen Thomas,Stoke City,1,Stoke City,Tottenham Hotspur,12/11/11 00:00,0,7,0,0,0,0
S¿rensen Thomas,Stoke City,1,Stoke City,West Bromwich Albion,1/21/12 00:00,0,3,0,0,0,0
S¿rensen Thomas,Stoke City,1,Stoke City,Wigan Athletic,12/31/11 00:00,0,4,0,0,0,0
S¿rensen Thomas,Stoke City,1,Stoke City,Wolverhampton Wanderers,12/17/11 00:00,0,2,0,0,0,0
Monk Garry,Swansea City,2,Swansea City,Aston Villa,11/27/11 00:00,0,0,0,0,0,0
Monk Garry,Swansea City,2,Swansea City,Blackburn Rovers,12/3/11 00:00,0,0,0,0,0,0
Monk Garry,Swansea City,2,Swansea City,Blackburn Rovers,4/14/12 00:00,0,0,0,0,0,0
Monk Garry,Swansea City,2,Swansea City,Bolton Wanderers,10/29/11 00:00,0,0,0,0,0,0
Monk Garry,Swansea City,2,Swansea City,Chelsea,9/24/11 00:00,0,0,0,0,0,0
Monk Garry,Swansea City,2,Swansea City,Fulham,3/17/12 00:00,0,0,0,0,0,0
Monk Garry,Swansea City,2,Swansea City,Liverpool,11/5/11 00:00,0,0,0,0,0,0
Monk Garry,Swansea City,2,Swansea City,Manchester City,3/11/12 00:00,0,0,0,0,0,0
Monk Garry,Swansea City,2,Swansea City,Manchester United,11/19/11 00:00,0,0,0,0,0,0
Monk Garry,Swansea City,2,Swansea City,Norwich City,10/15/11 00:00,0,0,0,0,0,0
Monk Garry,Swansea City,2,Swansea City,Stoke City,10/2/11 00:00,0,0,0,0,0,0
Monk Garry,Swansea City,2,Swansea City,Tottenham Hotspur,12/31/11 00:00,0,0,0,0,0,0
Monk Garry,Swansea City,2,Swansea City,Tottenham Hotspur,4/1/12 00:00,0,0,0,0,0,0
Monk Garry,Swansea City,2,Swansea City,West Bromwich Albion,9/17/11 00:00,0,0,0,0,0,0
Monk Garry,Swansea City,2,Swansea City,Wolverhampton Wanderers,10/22/11 00:00,0,0,0,0,0,0
Monk Garry,Swansea City,2,Swansea City,Wolverhampton Wanderers,4/28/12 00:00,0,0,0,0,0,0
Craddock Jody,Wolverhampton Wanderers,2,Wolverhampton Wanderers,Sunderland,12/4/11 00:00,0,0,0,0,0,0
Robinson Paul,Bolton Wanderers,2,Bolton Wanderers,Arsenal,9/24/11 00:00,0,0,0,0,0,0
Robinson Paul,Bolton Wanderers,2,Bolton Wanderers,Aston Villa,12/10/11 00:00,0,0,0,0,0,0
Robinson Paul,Bolton Wanderers,2,Bolton Wanderers,Blackburn Rovers,12/20/11 00:00,0,0,0,0,0,0
Robinson Paul,Bolton Wanderers,2,Bolton Wanderers,Chelsea,10/2/11 00:00,0,0,0,0,0,0
Robinson Paul,Bolton Wanderers,2,Bolton Wanderers,Everton,11/26/11 00:00,0,0,0,0,0,0
Robinson Paul,Bolton Wanderers,2,Bolton Wanderers,Liverpool,8/27/11 00:00,0,0,0,0,0,0
Robinson Paul,Bolton Wanderers,2,Bolton Wanderers,Manchester City,8/21/11 00:00,0,0,0,0,0,0
Robinson Paul,Bolton Wanderers,2,Bolton Wanderers,Manchester United,9/10/11 00:00,0,0,0,0,0,0
Robinson Paul,Bolton Wanderers,2,Bolton Wanderers,Newcastle United,12/26/11 00:00,0,0,0,0,0,0
Robinson Paul,Bolton Wanderers,2,Bolton Wanderers,Norwich City,9/17/11 00:00,0,0,0,0,0,0
Robinson Paul,Bolton Wanderers,2,Bolton Wanderers,Queens Park Rangers,8/13/11 00:00,0,0,0,0,0,0
Robinson Paul,Bolton Wanderers,2,Bolton Wanderers,Stoke City,11/6/11 00:00,0,0,0,0,1,0
Robinson Paul,Bolton Wanderers,2,Bolton Wanderers,Sunderland,10/22/11 00:00,0,0,0,0,0,0
Robinson Paul,Bolton Wanderers,2,Bolton Wanderers,Swansea City,10/29/11 00:00,0,0,0,0,0,0
Robinson Paul,Bolton Wanderers,2,Bolton Wanderers,Tottenham Hotspur,12/3/11 00:00,0,0,0,0,0,0
Robinson Paul,Bolton Wanderers,2,Bolton Wanderers,West Bromwich Albion,11/19/11 00:00,0,0,0,0,0,0
Robinson Paul,Bolton Wanderers,2,Bolton Wanderers,Wigan Athletic,10/15/11 00:00,0,0,0,0,0,0
Smith Tommy,Queens Park Rangers,4,Queens Park Rangers,Arsenal,12/31/11 00:00,0,0,0,0,0,0
Smith Tommy,Queens Park Rangers,4,Queens Park Rangers,Aston Villa,9/25/11 00:00,0,0,0,0,0,0
Smith Tommy,Queens Park Rangers,4,Queens Park Rangers,Aston Villa,2/1/12 00:00,0,0,0,0,0,0
Smith Tommy,Queens Park Rangers,4,Queens Park Rangers,Blackburn Rovers,10/15/11 00:00,0,0,0,0,0,0
Smith Tommy,Queens Park Rangers,4,Queens Park Rangers,Bolton Wanderers,8/13/11 00:00,0,0,0,0,0,0
Smith Tommy,Queens Park Rangers,4,Queens Park Rangers,Chelsea,10/23/11 00:00,0,0,0,0,0,2
Smith Tommy,Queens Park Rangers,4,Queens Park Rangers,Everton,8/20/11 00:00,1,0,0,0,0,1
Smith Tommy,Queens Park Rangers,4,Queens Park Rangers,Fulham,10/2/11 00:00,0,0,0,0,0,0
Smith Tommy,Queens Park Rangers,4,Queens Park Rangers,Liverpool,12/10/11 00:00,0,0,0,0,0,0
Smith Tommy,Queens Park Rangers,4,Queens Park Rangers,Manchester City,11/5/11 00:00,0,0,0,0,0,0
Smith Tommy,Queens Park Rangers,4,Queens Park Rangers,Manchester United,4/8/12 00:00,0,0,0,0,0,0
Smith Tommy,Queens Park Rangers,4,Queens Park Rangers,Newcastle United,1/15/12 00:00,0,0,0,0,0,0
Smith Tommy,Queens Park Rangers,4,Queens Park Rangers,Norwich City,11/26/11 00:00,0,0,0,0,0,0
Smith Tommy,Queens Park Rangers,4,Queens Park Rangers,Swansea City,4/11/12 00:00,0,0,0,0,0,0
Smith Tommy,Queens Park Rangers,4,Queens Park Rangers,Wigan Athletic,8/27/11 00:00,0,0,0,0,0,0
Smith Tommy,Queens Park Rangers,4,Queens Park Rangers,Wigan Athletic,1/21/12 00:00,1,0,0,0,0,1
Smith Tommy,Queens Park Rangers,4,Queens Park Rangers,Wolverhampton Wanderers,9/17/11 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,Aston Villa,12/3/11 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,Aston Villa,4/15/12 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,Blackburn Rovers,4/2/12 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,Bolton Wanderers,9/10/11 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,Bolton Wanderers,1/14/12 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,Chelsea,2/5/12 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,Everton,4/22/12 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,Fulham,3/26/12 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,Liverpool,10/15/11 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,Liverpool,2/11/12 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,Manchester City,10/23/11 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,Manchester City,4/30/12 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,Newcastle United,11/26/11 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,Newcastle United,1/4/12 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,Norwich City,10/1/11 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,Norwich City,2/26/12 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,Queens Park Rangers,12/18/11 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,Queens Park Rangers,4/8/12 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,Stoke City,9/24/11 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,Stoke City,1/31/12 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,Sunderland,11/5/11 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,Sunderland,5/13/12 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,Swansea City,11/19/11 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,Swansea City,5/6/12 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,Tottenham Hotspur,3/4/12 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,West Bromwich Albion,8/14/11 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,West Bromwich Albion,3/11/12 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,Wigan Athletic,4/11/12 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,Wolverhampton Wanderers,12/10/11 00:00,0,0,0,0,0,0
Ferdinand Rio,Manchester United,2,Manchester United,Wolverhampton Wanderers,3/18/12 00:00,0,0,0,0,0,0
Lampard Frank,Chelsea,4,Chelsea,Arsenal,10/29/11 00:00,1,0,0,0,1,0
Lampard Frank,Chelsea,4,Chelsea,Aston Villa,12/31/11 00:00,0,0,0,0,0,0
Lampard Frank,Chelsea,4,Chelsea,Aston Villa,3/31/12 00:00,0,0,0,0,0,0
Lampard Frank,Chelsea,4,Chelsea,Blackburn Rovers,11/5/11 00:00,1,0,0,0,0,0
Lampard Frank,Chelsea,4,Chelsea,Bolton Wanderers,10/2/11 00:00,3,0,0,0,0,0
Lampard Frank,Chelsea,4,Chelsea,Bolton Wanderers,2/25/12 00:00,1,0,0,0,1,0
Lampard Frank,Chelsea,4,Chelsea,Everton,10/15/11 00:00,0,0,0,0,1,0
Lampard Frank,Chelsea,4,Chelsea,Everton,2/11/12 00:00,0,0,0,0,0,0
Lampard Frank,Chelsea,4,Chelsea,Fulham,12/26/11 00:00,0,0,0,0,0,0
Lampard Frank,Chelsea,4,Chelsea,Fulham,4/9/12 00:00,1,0,1,0,0,0
Lampard Frank,Chelsea,4,Chelsea,Liverpool,11/20/11 00:00,0,0,0,0,0,0
Lampard Frank,Chelsea,4,Chelsea,Manchester City,12/12/11 00:00,1,0,1,0,0,0
Lampard Frank,Chelsea,4,Chelsea,Manchester City,3/21/12 00:00,0,0,0,0,0,0
Lampard Frank,Chelsea,4,Chelsea,Manchester United,9/18/11 00:00,0,0,0,0,0,0
Lampard Frank,Chelsea,4,Chelsea,Newcastle United,12/3/11 00:00,0,0,0,1,0,0
Lampard Frank,Chelsea,4,Chelsea,Newcastle United,5/2/12 00:00,0,0,0,0,0,0
Lampard Frank,Chelsea,4,Chelsea,Norwich City,8/27/11 00:00,1,0,1,0,1,0
Lampard Frank,Chelsea,4,Chelsea,Norwich City,1/21/12 00:00,0,0,0,0,0,0
Lampard Frank,Chelsea,4,Chelsea,Queens Park Rangers,10/23/11 00:00,0,0,0,0,0,0
Lampard Frank,Chelsea,4,Chelsea,Queens Park Rangers,4/29/12 00:00,0,0,0,0,0,0
Lampard Frank,Chelsea,4,Chelsea,Stoke City,8/14/11 00:00,0,0,0,0,0,0
Lampard Frank,Chelsea,4,Chelsea,Stoke City,3/10/12 00:00,0,0,0,0,0,0
Lampard Frank,Chelsea,4,Chelsea,Sunderland,9/10/11 00:00,0,0,0,0,0,0